Loja,data_compra,inicio,termino,Loja,codloja,produto,EAN,quantidade,valor_total,Imposto
430,2019-07-08 10:09:29,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000135,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-08 10:09:05,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000135,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-08 10:22:59,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000135,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-08 10:24:32,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000135,Açaí 1L,3298491451501,2,R$ 18.45,R$ 3.16
430,2019-07-08 10:34:17,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000135,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-08 10:59:27,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000135,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-08 11:02:58,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000135,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-08 10:58:53,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000135,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-08 11:10:35,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000135,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-08 11:06:02,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000135,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-08 11:14:03,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000135,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-08 11:19:33,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000135,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-08 11:17:33,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000135,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-08 11:20:40,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000135,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-08 11:40:39,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000135,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-08 11:51:55,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000135,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-08 11:52:04,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000135,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-08 12:05:33,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000135,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-08 12:09:50,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000135,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-08 12:11:26,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000135,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-08 12:12:44,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000135,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-08 12:16:16,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000135,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-08 12:21:46,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000135,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-08 12:26:24,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000135,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-08 12:28:27,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000135,Açaí 1L,3298491451501,3,R$ 27.68,R$ 4.74
430,2019-07-08 12:34:20,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000135,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-08 12:41:08,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000135,Açaí 1L,3298491451501,3,R$ 27.68,R$ 4.74
430,2019-07-08 12:42:33,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000135,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-08 12:43:28,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000135,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-08 12:52:09,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000135,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-08 13:04:46,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000135,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-08 13:08:47,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000135,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-08 13:43:58,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000135,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-05 8:56:07,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000216,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-05 10:53:13,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000216,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-05 11:22:09,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000216,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-05 11:36:45,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000216,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-05 12:23:15,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000216,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-05 12:29:39,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000216,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-05 12:30:19,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000216,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-05 12:40:06,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000216,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-05 13:00:39,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000216,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-05 13:04:04,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000216,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-05 13:49:28,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000216,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-05 15:18:42,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000216,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-05 16:13:16,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000216,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-05 16:23:49,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000216,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-05 16:29:46,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000216,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-05 16:52:21,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000216,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-05 16:49:33,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000216,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-05 17:18:13,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000216,Açaí 1L,3298491451501,2,R$ 18.45,R$ 3.16
430,2019-07-05 17:23:26,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000216,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-05 17:25:08,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000216,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-05 17:30:20,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000216,Açaí 1L,3298491451501,2,R$ 18.45,R$ 3.16
430,2019-07-05 17:58:29,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000216,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-05 18:01:53,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000216,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-05 18:21:01,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000216,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-05 18:27:02,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000216,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-05 18:27:13,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000216,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-05 18:43:14,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000216,Açaí 1L,3298491451501,2,R$ 18.45,R$ 3.16
430,2019-07-05 18:52:09,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000216,Açaí 1L,3298491451501,2,R$ 18.45,R$ 3.16
430,2019-07-05 18:58:37,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000216,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-05 18:59:58,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000216,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-05 19:11:47,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000216,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-05 19:16:11,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000216,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-05 19:28:04,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000216,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-05 19:29:29,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000216,Açaí 1L,3298491451501,3,R$ 27.68,R$ 4.74
430,2019-07-05 19:43:13,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000216,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-05 20:13:56,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000216,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-05 20:26:50,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000216,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-05 20:59:59,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000216,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-05 21:12:07,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000216,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-06 8:07:03,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000216,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-06 8:48:17,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000216,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-06 9:47:57,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000216,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-06 10:06:56,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000216,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-06 10:51:57,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000216,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-06 11:01:41,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000216,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-06 11:10:21,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000216,Açaí 1L,3298491451501,2,R$ 18.45,R$ 3.16
430,2019-07-06 11:12:10,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000216,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-06 11:18:14,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000216,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-06 11:40:04,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000216,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-06 11:48:27,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000216,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-06 11:54:12,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000216,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-06 12:03:41,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000216,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-06 12:06:20,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000216,Açaí 1L,3298491451501,3,R$ 27.68,R$ 4.74
430,2019-07-06 12:15:45,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000216,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-06 12:17:16,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000216,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-06 12:33:42,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000216,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-06 13:04:01,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000216,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-06 13:28:38,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000216,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-06 13:38:43,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000216,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-06 13:45:06,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000216,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-06 13:45:58,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000216,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-06 13:55:14,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000216,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-06 13:58:22,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000216,Açaí 1L,3298491451501,2,R$ 18.45,R$ 3.16
430,2019-07-06 14:04:34,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000216,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-06 14:08:38,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000216,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-06 14:11:32,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000216,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-06 14:14:27,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000216,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-06 14:17:59,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000216,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-06 14:31:53,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000216,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-06 14:34:11,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000216,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-06 14:35:22,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000216,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-06 14:36:16,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000216,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-06 14:37:59,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000216,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-06 14:41:38,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000216,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-06 14:43:11,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000216,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-06 17:05:00,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000216,Açaí 1L,3298491451501,2,R$ 18.45,R$ 3.16
430,2019-07-06 17:24:17,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000216,Açaí 1L,3298491451501,2,R$ 18.45,R$ 3.16
430,2019-07-06 17:38:05,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000216,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-06 17:42:01,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000216,Açaí 1L,3298491451501,2,R$ 18.45,R$ 3.16
430,2019-07-06 17:50:02,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000216,Açaí 1L,3298491451501,2,R$ 18.45,R$ 3.16
430,2019-07-06 17:52:51,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000216,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-06 17:53:23,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000216,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-06 18:05:25,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000216,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-06 18:11:16,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000216,Açaí 1L,3298491451501,2,R$ 18.45,R$ 3.16
430,2019-07-06 18:11:54,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000216,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-06 18:21:32,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000216,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-06 18:28:59,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000216,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-06 18:38:23,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000216,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-06 19:17:25,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000216,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-06 19:18:52,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000216,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-06 19:24:49,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000216,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-06 19:34:28,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000216,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-06 19:35:03,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000216,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-06 19:47:56,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000216,Açaí 1L,3298491451501,4,R$ 36.90,R$ 6.33
430,2019-07-06 21:29:57,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000216,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-06 21:30:29,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000216,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-06 21:38:26,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000216,Açaí 1L,3298491451501,2,R$ 18.45,R$ 3.16
430,2019-07-07 8:34:02,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000216,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-07 8:47:27,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000216,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-07 9:21:22,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000216,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-07 10:05:10,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000216,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-07 10:16:15,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000216,Açaí 1L,3298491451501,2,R$ 18.45,R$ 3.16
430,2019-07-07 11:28:37,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000216,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-07 11:29:22,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000216,Açaí 1L,3298491451501,2,R$ 18.45,R$ 3.16
430,2019-07-07 11:38:14,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000216,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-07 11:48:11,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000216,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-07 11:51:19,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000216,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-07 11:59:27,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000216,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-07 12:16:18,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000216,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-07 12:30:00,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000216,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-07 12:32:22,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000216,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-07 12:34:00,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000216,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-07 12:37:25,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000216,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-07 12:39:55,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000216,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-07 13:05:42,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000216,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-07 13:40:42,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000216,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-07 13:41:22,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000216,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-07 13:46:54,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000216,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-07 13:53:01,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000216,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-07 14:19:09,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000216,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-07 15:23:08,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000216,Açaí 1L,3298491451501,2,R$ 18.45,R$ 3.16
430,2019-07-07 15:39:36,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000216,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-07 15:36:42,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000216,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-07 16:05:29,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000216,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-07 16:00:49,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000216,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-07 16:15:27,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000216,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-07 16:28:33,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000216,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-07 17:03:35,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000216,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-07 17:28:12,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000216,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-07 18:11:00,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000216,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-07 18:25:59,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000216,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-07 18:36:20,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000216,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-07 18:51:45,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000216,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-07 18:57:20,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000216,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-07 19:04:56,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000216,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-07 19:09:31,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000216,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-07 19:14:12,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000216,Açaí 1L,3298491451501,2,R$ 18.45,R$ 3.16
430,2019-07-07 19:45:39,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000216,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-07 19:49:54,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000216,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-07 20:39:34,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000216,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-07 21:22:34,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000216,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-07 21:35:53,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000216,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-07 21:42:43,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000216,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-08 8:20:04,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000216,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-08 8:27:52,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000216,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
